===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,pe,SmaCross,len,datetime,MovingAverageSimple,len,sma,CrossOver,len,crossover,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
281,,281,2021-03-03 00:00:00,107.76178985,112.60849236,107.55554719,112.60849236,113570860.0,,1224387994.22,SmaCross,281,737852.0,MovingAverageSimple,281,109.947962046,CrossOver,281,1.0,Broker,281,9806.105866445001,9806.105866445001,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,,282,2021-03-04 00:00:00,111.3710364,112.60849236,110.95855108,112.19600704,75412865.0,,817817158.79,SmaCross,282,737853.0,MovingAverageSimple,282,110.112956174,CrossOver,282,0.0,Broker,282,9806.105866445001,9806.105866445001,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,,283,2021-03-05 00:00:00,112.09288571,112.81473502,110.23670177,111.98976438,72154782.0,,778561759.31,SmaCross,283,737854.0,MovingAverageSimple,283,110.77293268599999,CrossOver,283,0.0,Broker,283,9806.105866445001,9806.105866445001,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,,284,2021-03-08 00:00:00,113.22722034,113.63970566,110.44294443,110.85542975,80153097.0,,869553732.97,SmaCross,284,737857.0,MovingAverageSimple,284,111.123545208,CrossOver,284,-1.0,Broker,284,9806.105866445001,9806.105866445001,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,,285,2021-03-09 00:00:00,111.16479374,112.4022497,109.82421645,110.64918709,83584061.0,,900880588.82,SmaCross,285,737858.0,MovingAverageSimple,285,111.65977612399999,CrossOver,285,0.0,Broker,285,9806.105866445001,9806.105866445001,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,,286,2021-03-10 00:00:00,110.95855108,111.26791507,109.61797379,110.54606576,50512161.0,,542100935.28,SmaCross,286,737859.0,MovingAverageSimple,286,111.247290804,CrossOver,286,0.0,Broker,286,9806.105866445001,9806.105866445001,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2021-03-11 00:00:00,111.3710364,113.12409901,110.95855108,112.4022497,76816962.0,,836848985.25,SmaCross,287,737860.0,MovingAverageSimple,287,111.28853933600001,CrossOver,287,1.0,Broker,287,9806.105866445001,9806.105866445001,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2021-03-12 00:00:00,112.29912837,113.74282699,111.57727906,112.4022497,79235629.0,,866141110.85,SmaCross,288,737861.0,MovingAverageSimple,288,111.37103640000001,CrossOver,288,0.0,Broker,288,9806.105866445001,9806.105866445001,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2021-03-15 00:00:00,112.19600704,115.90837492,112.19600704,114.67091896,113524449.0,,1259911417.24,SmaCross,289,737864.0,MovingAverageSimple,289,112.134134242,CrossOver,289,0.0,Broker,289,9806.105866445001,9806.105866445001,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2021-03-16 00:00:00,113.94906965,115.90837492,113.53658433,114.56779763,65502259.0,,728108285.05,SmaCross,290,737865.0,MovingAverageSimple,290,112.91785635000001,CrossOver,290,0.0,Broker,290,9806.105866445001,9806.105866445001,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2021-03-17 00:00:00,114.4646763,114.67091896,112.29912837,112.60849236,57821851.0,,634262121.48,SmaCross,291,737866.0,MovingAverageSimple,291,113.33034167000001,CrossOver,291,-1.0,Broker,291,9806.105866445001,9806.105866445001,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2021-03-18 00:00:00,113.12409901,113.94906965,112.4022497,113.74282699,50943550.0,,559643203.14,SmaCross,292,737867.0,MovingAverageSimple,292,113.59845712799999,CrossOver,292,1.0,Broker,292,9806.105866445001,9806.105866445001,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2021-03-19 00:00:00,113.53658433,113.94906965,108.89612448,109.82421645,103359887.0,,1110156577.35,SmaCross,293,737868.0,MovingAverageSimple,293,113.082850478,CrossOver,293,-1.0,Broker,293,9806.105866445001,9806.105866445001,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2021-03-22 00:00:00,109.51485246,112.19600704,109.51485246,110.85542975,66031003.0,,710176261.0,SmaCross,294,737871.0,MovingAverageSimple,294,112.319752636,CrossOver,294,0.0,Broker,294,9806.105866445001,9806.105866445001,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2021-03-23 00:00:00,110.95855108,111.68040039,110.13358044,111.16479374,47127710.0,,506263415.85,SmaCross,295,737872.0,MovingAverageSimple,295,111.63915185799999,CrossOver,295,0.0,Broker,295,9806.105866445001,9806.105866445001,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2021-03-24 00:00:00,111.06167241,111.47415773,109.61797379,110.13358044,44132642.0,,472480387.63,SmaCross,296,737873.0,MovingAverageSimple,296,111.144169474,CrossOver,296,0.0,Broker,296,9806.105866445001,9806.105866445001,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2021-03-25 00:00:00,110.54606576,111.16479374,109.41173113,109.61797379,43547662.0,,465464538.54,SmaCross,297,737874.0,MovingAverageSimple,297,110.319198834,CrossOver,297,0.0,Broker,297,9806.105866445001,9806.105866445001,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2021-03-26 00:00:00,110.13358044,110.64918709,109.41173113,109.51485246,40882734.0,,435739848.29,SmaCross,298,737875.0,MovingAverageSimple,298,110.257326036,CrossOver,298,0.0,Broker,298,9806.105866445001,9806.105866445001,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2021-03-29 00:00:00,109.3086098,109.3086098,107.2461832,108.07115384,92366772.0,,964797269.38,SmaCross,299,737878.0,MovingAverageSimple,299,109.70047085399999,CrossOver,299,0.0,Broker,299,9806.105866445001,9806.105866445001,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2021-03-30 00:00:00,109.82421645,113.53658433,109.51485246,113.53658433,173447215.0,,1882440615.46,SmaCross,300,737879.0,MovingAverageSimple,300,110.174828972,CrossOver,300,1.0,Broker,300,9806.105866445001,9806.105866445001,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2021-03-31 00:00:00,113.53658433,113.84594832,112.09288571,113.33034167,66813691.0,,731611998.61,SmaCross,301,737880.0,MovingAverageSimple,301,110.814181218,CrossOver,301,0.0,Broker,301,9806.105866445001,9806.105866445001,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2021-04-01 00:00:00,113.33034167,113.53658433,111.47415773,112.29912837,47781207.0,,519576384.48,SmaCross,302,737881.0,MovingAverageSimple,302,111.350412134,CrossOver,302,0.0,Broker,302,9806.105866445001,9806.105866445001,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2021-04-02 00:00:00,112.81473502,112.91785635,110.03045911,110.95855108,65365057.0,,704137147.46,SmaCross,303,737882.0,MovingAverageSimple,303,111.63915185799999,CrossOver,303,-1.0,Broker,303,9806.105866445001,9806.105866445001,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2021-04-06 00:00:00,110.95855108,111.26791507,110.13358044,110.3398231,33911224.0,,363567283.15,SmaCross,304,737886.0,MovingAverageSimple,304,112.09288570999999,CrossOver,304,0.0,Broker,304,9806.105866445001,9806.105866445001,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2021-04-07 00:00:00,110.75230842,110.85542975,109.10236714,109.82421645,60988540.0,,648631698.66,SmaCross,305,737887.0,MovingAverageSimple,305,111.350412134,CrossOver,305,0.0,Broker,305,9806.105866445001,9806.105866445001,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2021-04-08 00:00:00,109.61797379,110.3398231,108.89612448,109.92733778,42047850.0,,447410758.01,SmaCross,306,737888.0,MovingAverageSimple,306,110.669811356,CrossOver,306,0.0,Broker,306,9806.105866445001,9806.105866445001,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2021-04-09 00:00:00,109.72109512,109.72109512,108.58676049,109.20548847,38683022.0,,409118551.38,SmaCross,307,737889.0,MovingAverageSimple,307,110.051083376,CrossOver,307,0.0,Broker,307,9806.105866445001,9806.105866445001,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2021-04-12 00:00:00,109.10236714,110.85542975,108.48363916,110.64918709,57023744.0,,608748238.02,SmaCross,308,737892.0,MovingAverageSimple,308,109.98921057800001,CrossOver,308,1.0,Broker,308,9806.105866445001,9806.105866445001,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2021-04-13 00:00:00,110.75230842,111.57727906,110.03045911,110.95855108,52756234.0,,566984751.81,SmaCross,309,737893.0,MovingAverageSimple,309,110.112956174,CrossOver,309,0.0,Broker,309,9806.105866445001,9806.105866445001,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2021-04-14 00:00:00,111.57727906,111.57727906,108.99924581,109.20548847,45686754.0,,486204159.65,SmaCross,310,737894.0,MovingAverageSimple,310,109.98921057800001,CrossOver,310,-1.0,Broker,310,9806.105866445001,9806.105866445001,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2021-04-15 00:00:00,109.10236714,109.41173113,107.03994054,107.55554719,53172372.0,,555086923.93,SmaCross,311,737895.0,MovingAverageSimple,311,109.51485246,CrossOver,311,0.0,Broker,311,9806.105866445001,9806.105866445001,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2021-04-16 00:00:00,107.76178985,108.79300315,107.45242586,108.68988182,32895624.0,,345237986.67,SmaCross,312,737896.0,MovingAverageSimple,312,109.41173112999999,CrossOver,312,0.0,Broker,312,9806.105866445001,9806.105866445001,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2021-04-19 00:00:00,108.79300315,109.72109512,107.76178985,109.10236714,50203914.0,,529864990.26,SmaCross,313,737899.0,MovingAverageSimple,313,109.10236714,CrossOver,313,0.0,Broker,313,9806.105866445001,9806.105866445001,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2021-04-20 00:00:00,108.79300315,109.10236714,108.07115384,108.2773965,29450563.0,,309777289.69,SmaCross,314,737900.0,MovingAverageSimple,314,108.566136224,CrossOver,314,0.0,Broker,314,9806.105866445001,9806.105866445001,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2021-04-21 00:00:00,107.96803251,109.51485246,107.86491118,109.10236714,45439718.0,,480039017.91,SmaCross,315,737901.0,MovingAverageSimple,315,108.54551195799999,CrossOver,315,1.0,Broker,315,9806.105866445001,9806.105866445001,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2021-04-22 00:00:00,109.3086098,109.3086098,107.2461832,107.55554719,41793378.0,,437919109.31,SmaCross,316,737902.0,MovingAverageSimple,316,108.54551195799999,CrossOver,316,-1.0,Broker,316,9806.105866445001,9806.105866445001,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2021-04-23 00:00:00,107.45242586,107.96803251,107.03994054,107.55554719,24825285.0,,259051575.23,SmaCross,317,737903.0,MovingAverageSimple,317,108.31864503199999,CrossOver,317,0.0,Broker,317,9806.105866445001,9806.105866445001,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2021-04-26 00:00:00,107.76178985,108.2773965,106.00872724,106.2149699,46387212.0,,482566266.08,SmaCross,318,737906.0,MovingAverageSimple,318,107.74116558400002,CrossOver,318,0.0,Broker,318,9806.105866445001,9806.105866445001,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2021-04-27 00:00:00,106.52433389,106.62745522,105.59624192,105.90560591,25042540.0,,257631071.94,SmaCross,319,737907.0,MovingAverageSimple,319,107.266807466,CrossOver,319,0.0,Broker,319,9806.105866445001,9806.105866445001,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2021-04-28 00:00:00,106.52433389,106.52433389,104.97751394,105.69936325,35321183.0,,361207957.39,SmaCross,320,737908.0,MovingAverageSimple,320,106.58620668799999,CrossOver,320,0.0,Broker,320,9806.105866445001,9806.105866445001,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2021-04-29 00:00:00,106.00872724,108.79300315,105.80248458,108.68988182,48194627.0,,503908364.21,SmaCross,321,737909.0,MovingAverageSimple,321,106.81307361399999,CrossOver,321,1.0,Broker,321,9806.105866445001,9806.105866445001,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2021-04-30 00:00:00,106.00872724,106.00872724,102.70884468,103.63693665,156103445.0,,1570141012.42,SmaCross,322,737910.0,MovingAverageSimple,322,106.02935150600001,CrossOver,322,-1.0,Broker,322,9806.105866445001,9806.105866445001,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2021-05-06 00:00:00,102.81196601,104.97751394,102.81196601,104.1525433,61139167.0,,616780671.57,SmaCross,323,737916.0,MovingAverageSimple,323,105.616866186,CrossOver,323,0.0,Broker,323,9806.105866445001,9806.105866445001,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2021-05-07 00:00:00,104.1525433,104.66814995,103.01820867,103.43069399,72345288.0,,728759605.31,SmaCross,324,737917.0,MovingAverageSimple,324,105.121883802,CrossOver,324,0.0,Broker,324,9806.105866445001,9806.105866445001,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2021-05-10 00:00:00,103.74005798,103.74005798,101.88387404,102.60572335,61516454.0,,610992515.4,SmaCross,325,737920.0,MovingAverageSimple,325,104.50315582200001,CrossOver,325,0.0,Broker,325,9806.105866445001,9806.105866445001,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2021-05-11 00:00:00,102.29635936,103.84317931,102.0901167,103.63693665,42333780.0,,423538344.96,SmaCross,326,737921.0,MovingAverageSimple,326,103.492566788,CrossOver,326,1.0,Broker,326,9806.105866445001,9806.105866445001,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2021-05-12 00:00:00,103.53381532,105.1837566,103.32757266,104.35878596,52012085.0,,526835922.59,SmaCross,327,737922.0,MovingAverageSimple,327,103.63693665000001,CrossOver,327,0.0,Broker,327,9806.105866445001,9806.105866445001,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2021-05-13 00:00:00,104.04942197,104.87439261,103.22445133,104.04942197,47212565.0,,475665503.33,SmaCross,328,737923.0,MovingAverageSimple,328,103.616312384,CrossOver,328,0.0,Broker,328,9806.105866445001,9806.105866445001,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2021-05-14 00:00:00,104.1525433,105.1837566,103.43069399,105.08063527,47681403.0,,483068526.74,SmaCross,329,737924.0,MovingAverageSimple,329,103.94630064,CrossOver,329,0.0,Broker,329,9806.105866445001,9806.105866445001,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2021-05-17 00:00:00,105.1837566,106.11184857,104.46190729,105.28687793,46363314.0,,473603666.34,SmaCross,330,737927.0,MovingAverageSimple,330,104.482531556,CrossOver,330,0.0,Broker,330,9806.105866445001,9806.105866445001,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2021-05-18 00:00:00,104.97751394,105.49312059,104.66814995,105.38999926,19093505.0,,194624788.06,SmaCross,331,737928.0,MovingAverageSimple,331,104.833144078,CrossOver,331,0.0,Broker,331,9806.105866445001,9806.105866445001,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2021-05-19 00:00:00,105.08063527,105.1837566,103.84317931,104.35878596,29273907.0,,296073789.33,SmaCross,332,737929.0,MovingAverageSimple,332,104.833144078,CrossOver,332,-1.0,Broker,332,9806.105866445001,9806.105866445001,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2021-05-20 00:00:00,104.1525433,104.97751394,103.32757266,104.77127128,35395264.0,,357783848.2,SmaCross,333,737930.0,MovingAverageSimple,333,104.97751394,CrossOver,333,0.0,Broker,333,9806.105866445001,9806.105866445001,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2021-05-21 00:00:00,105.1837566,105.38999926,103.84317931,104.04942197,28618932.0,,289959892.95,SmaCross,334,737931.0,MovingAverageSimple,334,104.77127128,CrossOver,334,0.0,Broker,334,9806.105866445001,9806.105866445001,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2021-05-24 00:00:00,103.94630064,104.56502862,103.63693665,104.04942197,23518901.0,,237130459.37,SmaCross,335,737934.0,MovingAverageSimple,335,104.523780088,CrossOver,335,0.0,Broker,335,9806.105866445001,9806.105866445001,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2021-05-25 00:00:00,104.1525433,106.52433389,103.74005798,106.42121256,75417564.0,,771994298.48,SmaCross,336,737935.0,MovingAverageSimple,336,104.73002274800001,CrossOver,336,1.0,Broker,336,9806.105866445001,9806.105866445001,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2021-05-26 00:00:00,106.31809123,107.45242586,106.00872724,106.73057655,54984815.0,,568991552.4,SmaCross,337,737936.0,MovingAverageSimple,337,105.204380866,CrossOver,337,0.0,Broker,337,9806.105866445001,9806.105866445001,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2021-05-27 00:00:00,106.42121256,107.55554719,105.80248458,106.11184857,52063330.0,,536862488.33,SmaCross,338,737937.0,MovingAverageSimple,338,105.472496324,CrossOver,338,0.0,Broker,338,9806.105866445001,9806.105866445001,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2021-05-28 00:00:00,106.52433389,106.83369788,105.69936325,106.73057655,34593293.0,,356339747.27,SmaCross,339,737938.0,MovingAverageSimple,339,106.00872724000001,CrossOver,339,0.0,Broker,339,9806.105866445001,9806.105866445001,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2021-05-31 00:00:00,106.62745522,106.62745522,105.38999926,105.90560591,37255726.0,,381740399.59,SmaCross,340,737941.0,MovingAverageSimple,340,106.37996402799999,CrossOver,340,-1.0,Broker,340,9806.105866445001,9806.105866445001,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2021-06-01 00:00:00,105.49312059,105.80248458,104.97751394,105.08063527,41880384.0,,427253268.76,SmaCross,341,737942.0,MovingAverageSimple,341,106.11184857,CrossOver,341,0.0,Broker,341,9806.105866445001,9806.105866445001,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2021-06-02 00:00:00,105.28687793,105.49312059,104.46190729,105.38999926,35830478.0,,364475986.32,SmaCross,342,737943.0,MovingAverageSimple,342,105.843733112,CrossOver,342,0.0,Broker,342,9806.105866445001,9806.105866445001,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2021-06-03 00:00:00,105.28687793,106.42121256,104.97751394,105.49312059,52244908.0,,535599653.07,SmaCross,343,737944.0,MovingAverageSimple,343,105.71998751599999,CrossOver,343,0.0,Broker,343,9806.105866445001,9806.105866445001,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2021-06-04 00:00:00,105.69936325,107.03994054,105.08063527,105.49312059,71052432.0,,729772587.19,SmaCross,344,737945.0,MovingAverageSimple,344,105.472496324,CrossOver,344,1.0,Broker,344,9806.105866445001,9806.105866445001,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2021-06-07 00:00:00,105.80248458,105.90560591,105.1837566,105.49312059,36301400.0,,371369101.76,SmaCross,345,737948.0,MovingAverageSimple,345,105.38999926000001,CrossOver,345,0.0,Broker,345,9806.105866445001,9806.105866445001,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2021-06-08 00:00:00,105.59624192,106.52433389,104.97751394,106.31809123,50838116.0,,522323155.34,SmaCross,346,737949.0,MovingAverageSimple,346,105.637490452,CrossOver,346,0.0,Broker,346,9806.105866445001,9806.105866445001,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2021-06-09 00:00:00,106.11184857,106.73057655,105.28687793,105.28687793,56095091.0,,575008506.57,SmaCross,347,737950.0,MovingAverageSimple,347,105.616866186,CrossOver,347,-1.0,Broker,347,9806.105866445001,9806.105866445001,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2021-06-10 00:00:00,105.28687793,106.31809123,105.1837566,105.49312059,45685432.0,,467893685.01,SmaCross,348,737951.0,MovingAverageSimple,348,105.616866186,CrossOver,348,0.0,Broker,348,9806.105866445001,9806.105866445001,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2021-06-11 00:00:00,105.59624192,106.00872724,104.25566463,104.87439261,58030251.0,,591098508.17,SmaCross,349,737952.0,MovingAverageSimple,349,105.49312058999999,CrossOver,349,0.0,Broker,349,9806.105866445001,9806.105866445001,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,,350,2021-06-15 00:00:00,104.66814995,104.66814995,103.22445133,103.43069399,46955773.0,,472150826.04,SmaCross,350,737956.0,MovingAverageSimple,350,105.08063526999999,CrossOver,350,0.0,Broker,350,9806.105866445001,9806.105866445001,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2021-06-16 00:00:00,103.53381532,104.56502862,103.22445133,103.63693665,32171081.0,,324482531.73,SmaCross,351,737957.0,MovingAverageSimple,351,104.544404354,CrossOver,351,0.0,Broker,351,9806.105866445001,9806.105866445001,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2021-06-17 00:00:00,103.63693665,104.35878596,103.43069399,103.53381532,29689848.0,,298576626.21,SmaCross,352,737958.0,MovingAverageSimple,352,104.19379183199999,CrossOver,352,0.0,Broker,352,9806.105866445001,9806.105866445001,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2021-06-18 00:00:00,103.53381532,104.1525433,103.12133,104.1525433,44451210.0,,446813170.54,SmaCross,353,737959.0,MovingAverageSimple,353,103.925676374,CrossOver,353,1.0,Broker,353,9806.105866445001,9806.105866445001,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,,354,2021-06-21 00:00:00,103.74005798,104.04942197,103.22445133,103.53381532,39815744.0,,399756078.52,SmaCross,354,737962.0,MovingAverageSimple,354,103.65756091600001,CrossOver,354,-1.0,Broker,354,9806.105866445001,9806.105866445001,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2021-06-22 00:00:00,103.74005798,104.35878596,103.12133,103.12133,45184564.0,,453604603.92,SmaCross,355,737963.0,MovingAverageSimple,355,103.595688118,CrossOver,355,0.0,Broker,355,9806.105866445001,9806.105866445001,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2021-06-23 00:00:00,103.22445133,103.43069399,102.70884468,103.01820867,34400099.0,,343745818.92,SmaCross,356,737964.0,MovingAverageSimple,356,103.47194252199999,CrossOver,356,0.0,Broker,356,9806.105866445001,9806.105866445001,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2021-06-24 00:00:00,103.12133,103.63693665,102.81196601,103.32757266,31652661.0,,316690710.49,SmaCross,357,737965.0,MovingAverageSimple,357,103.43069399000001,CrossOver,357,0.0,Broker,357,9806.105866445001,9806.105866445001,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2021-06-25 00:00:00,103.32757266,104.25566463,103.22445133,103.94630064,48335388.0,,486548041.56,SmaCross,358,737966.0,MovingAverageSimple,358,103.389445458,CrossOver,358,1.0,Broker,358,9806.105866445001,9806.105866445001,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2021-06-28 00:00:00,103.74005798,103.84317931,103.01820867,103.22445133,32597114.0,,326457360.31,SmaCross,359,737969.0,MovingAverageSimple,359,103.32757266000002,CrossOver,359,-1.0,Broker,359,9806.105866445001,9806.105866445001,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2021-06-29 00:00:00,103.22445133,103.53381532,102.91508734,102.91508734,32733370.0,,327178180.2,SmaCross,360,737970.0,MovingAverageSimple,360,103.286324128,CrossOver,360,0.0,Broker,360,9806.105866445001,9806.105866445001,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2021-06-30 00:00:00,103.12133,103.32757266,102.81196601,103.12133,21580051.0,,215772914.05,SmaCross,361,737971.0,MovingAverageSimple,361,103.306948394,CrossOver,361,0.0,Broker,361,9806.105866445001,9806.105866445001,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2021-07-01 00:00:00,103.22445133,103.74005798,103.01820867,103.43069399,36999138.0,,370991509.2,SmaCross,362,737972.0,MovingAverageSimple,362,103.32757265999999,CrossOver,362,1.0,Broker,362,9806.105866445001,9806.105866445001,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2021-07-02 00:00:00,103.22445133,103.63693665,102.29635936,102.39948069,51535129.0,,513421350.32,SmaCross,363,737973.0,MovingAverageSimple,363,103.01820866999999,CrossOver,363,-1.0,Broker,363,9806.105866445001,9806.105866445001,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2021-07-05 00:00:00,102.60572335,102.70884468,101.57451005,102.29635936,44806863.0,,442917699.02,SmaCross,364,737976.0,MovingAverageSimple,364,102.83259027599999,CrossOver,364,0.0,Broker,364,9806.105866445001,9806.105866445001,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2021-07-06 00:00:00,102.19323803,103.22445133,101.88387404,103.01820867,37737379.0,,375924559.37,SmaCross,365,737977.0,MovingAverageSimple,365,102.853214542,CrossOver,365,1.0,Broker,365,9806.105866445001,9806.105866445001,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2021-07-07 00:00:00,103.22445133,103.53381532,102.50260202,103.43069399,35666988.0,,356794175.16,SmaCross,366,737978.0,MovingAverageSimple,366,102.91508733999999,CrossOver,366,0.0,Broker,366,9806.105866445001,9806.105866445001,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2021-07-08 00:00:00,103.63693665,103.63693665,102.29635936,102.50260202,30745176.0,,306373156.41,SmaCross,367,737979.0,MovingAverageSimple,367,102.729468946,CrossOver,367,-1.0,Broker,367,9806.105866445001,9806.105866445001,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2021-07-09 00:00:00,102.39948069,103.22445133,102.0901167,102.19323803,34590087.0,,343545046.82,SmaCross,368,737980.0,MovingAverageSimple,368,102.68822041399999,CrossOver,368,0.0,Broker,368,9806.105866445001,9806.105866445001,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2021-07-12 00:00:00,102.70884468,103.01820867,102.0901167,102.19323803,33415612.0,,332219127.84,SmaCross,369,737983.0,MovingAverageSimple,369,102.667596148,CrossOver,369,0.0,Broker,369,9806.105866445001,9806.105866445001,BuySell,369,,,Trades - Net Profit/Loss,369,,
370,,370,2021-07-13 00:00:00,102.50260202,103.01820867,101.88387404,102.70884468,34611654.0,,344399322.11,SmaCross,370,737984.0,MovingAverageSimple,370,102.60572334999999,CrossOver,370,1.0,Broker,370,9806.105866445001,9806.105866445001,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2021-07-14 00:00:00,102.81196601,102.81196601,101.0589034,101.36826739,52207557.0,,514554736.22,SmaCross,371,737985.0,MovingAverageSimple,371,102.19323803,CrossOver,371,-1.0,Broker,371,9806.105866445001,9806.105866445001,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2021-07-15 00:00:00,101.36826739,102.70884468,101.16202473,102.50260202,45903396.0,,454671007.79,SmaCross,372,737986.0,MovingAverageSimple,372,102.19323803,CrossOver,372,1.0,Broker,372,9806.105866445001,9806.105866445001,BuySell,372,,,Trades - Net Profit/Loss,372,,
373,,373,2021-07-16 00:00:00,103.22445133,103.94630064,102.70884468,102.91508734,45557802.0,,455679342.73,SmaCross,373,737987.0,MovingAverageSimple,373,102.33760789200001,CrossOver,373,0.0,Broker,373,9806.105866445001,9806.105866445001,BuySell,373,,,Trades - Net Profit/Loss,373,,
